"registryid","population_center","population_center_state","population_center_dist","ret_facility_name","ret_facility_id","ret_facility_dist","road_name","road_dist","substation_name","substation_countyfips","substation_dist"
"110038696284","West Sacramento","CA","3886.42657239865","Greenleaf 1","10350","69656.866033104","el Dorado Fwy","864.321008536492","WEST SACRAMENTO","06113","1404.71839982073"
"110038756717","West Seneca","NY","116646.819571743","General Mills Inc","54564","124321.233135688","State Rte 17","4170.4331042234","UNKNOWN124581","36003","6736.50804247257"
"110038762871","Grand Forks","ND","176656.46235099","Hoot Lake","1943","462178.483370811","US Hwy 81","1488.37649307999","UNKNOWN156733","38067","957.110143055181"
"110039689021","Milpitas","CA","6196.99194763393","UTS SJ1 LLC","57420","2728.12494505683","State Rte 237","862.800547635713","RIVER OAKS","06085","1459.19122594738"
"110067449853","Wilmington","NC","996.566938561299","Winyah","6249","199132.947217913","US Hwy 76","2160.30115808261","UNKNOWN162479","37129","1251.29662897808"
"110070523640","Hastings","NE","32918.8784358534","Stockton","1327","216352.149308892","I- 80","29911.0798164861","UNKNOWN158104","31035","5415.18731744177"
"110015333389","San Antonio","TX","9289.80580524413","V H Braunig","3612","31849.4759708344","State Hwy 151","3366.15643972054","WESTSIDE","48029","1396.58141227445"
"110071194823","Medford","MA","2492.86643638443","Mystic Generating Station","1588","7872.59869910377","I- 93","2784.42627004482","NORTH CAMBRIDGE","25017","4061.61270789214"
"110055085633","Springfield","MO","3094.80357706342","James River Power Station","2161","15457.7867241105","I- 44","4699.02357167781","UNKNOWN117162","29077","728.173931598853"
"110038706004","Farmington","NM","179139.324173856","Nucla","527","95879.0683890619","I- 70","179060.442271684","UNKNOWN205925","08091","6114.30627475023"
"110038749637","Lewiston","ME","101593.325257181","Mead Rumford Cogen","10491","100593.935276902","Sen Styles Bridge Hwy","61171.3764911974","UNKNOWN137029","33003","5733.8597920918"
"110038717225","Farmington","NM","173644.751057673","Nucla","527","100986.397628372","I- 70","186059.741846643","UNKNOWN205925","08091","1139.14484901372"
"110039540912","Worcester","MA","3138.02923727915","Cherry Street","9038","35206.0011134562","I- 290","1297.9696402655","WEBSTER STREET","25027","2119.43379550544"
"110070247898","Tucson","AZ","3230.50549720482","H Wilson Sundt Generating Station","126","8121.78313986776","I- 10","1171.08865978439","SANTA CRUZ","04019","3106.89116791545"
"110039541145","San Antonio","TX","277.270171017327","O W Sommers","3611","24120.8682477055","I- 35","730.47178261842","LAREDO STREET","48029","1429.17248629256"
"110070523680","Hastings","NE","39046.5599214057","Stockton","1327","159463.850257807","I- 80","62763.3232558704","UNKNOWN158095","31181","3131.99575195248"
"110059721270","Muskegon","MI","112260.927029051","TES Filer City Station","50835","69513.0325574266","US Hwy 131","35560.8887739865","UNKNOWN145727","26085","8356.08562729385"
"110054365557","Lewiston","ME","1114.4275844455","Androscoggin Mill","54085","64288.0128471426","I- 95","4371.59948414003","UNKNOWN133127","23001","1206.39664414969"
"110071194846","Keller","TX","10674.0906588683","University of Texas at Dallas","54607","58213.0706798525","I- 35 W","1781.68065933092","ROANOKE","48121","1976.03884385229"
"110046370084","St. Louis","MO","4108.02696517141","Sioux","2107","36276.6286780424","I- 70","2628.85940929839","UNKNOWN117767","29510","3616.47381191637"
"110054365888","Marion","IN","38964.8491844808","Caterpillar","50935","127547.930496614","I- 69","39584.8568278107","WABASH","18169","1015.05160935648"
"110070523638","Hastings","NE","32916.8999231371","Stockton","1327","216337.17166458","I- 80","29929.851373215","UNKNOWN158104","31035","5400.78869711744"
"110043317256","Tucson","AZ","4032.87870932924","H Wilson Sundt Generating Station","126","8003.46400238445","I- 10","254.022549916029","SANTA CRUZ","04019","3657.9598576447"
"110071162696","Lee's Summit","MO","37039.7049201134","Blue Valley","2132","61937.0052288849","I- 49","2038.20029951981","UNKNOWN117488","29037","110.553311093041"
"110055084242","Tucson","AZ","2212.40576125616","H Wilson Sundt Generating Station","126","12520.7724539477","I- 10","1326.52531797371","TUCSON","04019","984.395060502006"
"110064401963","Green Bay","WI","298061.493261445","Shiras","1843","30929.3849135855","US Hwy 41","206822.091497301","K I SAWYER","26103","961.172657448941"
"110063008855","Lancaster","OH","3667.05403617582","Conesville","2840","103524.659978025","US Rte 33","6290.00043700175","UNKNOWN158908","39045","449.860051070872"
"110044762682","Lorain","OH","58799.6495729987","Avon Lake","2836","73000.8283124344","State Rte 2","8236.73476241353","BAY","39043","1592.45949700095"
"110063859506","Pocatello","ID","24023.3004031309","Naughton","4162","285004.681817664","I- 86","527.823414878369","BANNOCK CREEK","16077","6117.19109333572"
"110038758706","Boardman","OH","63011.1010899449","W H Sammis","2866","10938.2174103902","State Rte 39","7187.16425868711","NORTH WELLSVILLE","39029","1823.28644538311"
"110070616028","Great Falls","MT","327329.625926467","Colstrip","6076","496684.649934418","US Hwy 89","331064.390287661","HARLEM","30005","125.967988207977"
"110070068953","Indianapolis","IN","3552.81343604742","Crawfordsville Power Plant","1024","89329.9237613357","I- 65","377.655181192616","UNKNOWN124368","18097","508.842009828034"
"110067451028","Mesa","AZ","2999.77574815615","Ocotillo","116","13539.3763732581","Superstition Fwy","3853.3281890486","ROGERS","04013","1631.24724901918"
"110038759992","Immokalee","FL","55662.8507201161","Indiantown Cogeneration LP","50976","70949.1412715095","State Hwy 84","60228.8514231542","COWBONE","12051","4001.10310527249"
"110054364424","Muskegon","MI","114836.152830476","TES Filer City Station","50835","76763.4190474567","US Hwy 131","26689.0603156041","UNKNOWN145727","26085","5769.98820957927"
"110067366987","Muskegon","MI","25332.0567037636","Grand Haven Diesel Plant","1826","228.252497274296","US Hwy 31","3589.96554648841","UNKNOWN128248","26139","241.433676630525"
"110070507740","Clinton","IA","3063.32192303033","Riverside","1081","52346.7698993465","State Rte 5","23442.9159333351","UNKNOWN172113","19045","417.138871450332"
"110040478319","Grand Rapids","MI","6055.81438382922","Claude Vandyke","1880","36469.0968422561","I- 196","1157.17748677658","UNKNOWN132529","26081","1291.43730887199"
"110071194741","Kearney","NE","288561.886966222","Stockton","1327","266407.142279773","I- 70","102234.612986458","UNKNOWN157314","31057","693.815628218244"
"110038698745","East Palo Alto","CA","854.078626280412","Lockheed Martin Sunnyvale","57808","13631.0018723229","Bayshore Fwy","439.037124266184","COOLEY LANDING","06081","1951.1900719638"
"110054146615","Findlay","OH","50864.0332597641","Monroe (MI)","1733","115569.212340958","US Hwy 20","36587.5076567414","UNKNOWN137793","39147","583.373093861853"
"110038702945","Worcester","MA","1917.97071394388","Cherry Street","9038","34651.432798377","I- 290","2534.93947701382","WEBSTER STREET","25027","2911.70863642136"
"110040724525","Oak Forest","IL","8339.04607420596","ITT Cogen Facility","52021","29720.2804601869","I- 294","1403.37552552117","UNKNOWN122272","17031","1444.01963361928"
"110071090468","Midland","MI","447098.209677721","Shiras","1843","311192.996491582","I- 75","23161.8927902443","BRIMLEY","26033","11470.6271927235"
"110071090028","Kalamazoo","MI","9012.87170623003","Graphic Packaging","10698","4128.86963328345","US Hwy 131 Bus","4331.92121052961","UNKNOWN128780","26077","2658.55714745539"
"110043455659","East Haven","CT","4655.29296099824","Bridgeport Station","568","37645.1978862474","Connecticut Tpke","1106.96979104045","WATER ST","09009","1549.569637731"
"110038722594","Springfield","OH","2753.89575502137","Wausau Paper Middletown","57940","87908.9034419291","US Hwy 68","3929.33074068983","UNKNOWN112955","39023","789.726833345737"
"110071089110","Ithaca","NY","42055.7596846473","Cayuga Operating Company","2535","50260.7846471318","I- 81","2780.46946872703","STARR RD","36023","2185.97996748738"
"110020702827","Minneapolis","MN","1532.3740118349","Black Dog","1904","22914.6586957234","State Hwy 65","495.676640160041","MIDTOWN","27053","1220.9237706297"
"110070525739","Tucson","AZ","697.265377201128","H Wilson Sundt Generating Station","126","11338.4897415552","I- 10","613.265180180961","TUCSON","04019","948.762467252695"
"110038743553","Irving","TX","8691.39388365919","University of Texas at Dallas","54607","30369.5591411772","Dallas-Ft Worth Tpke","2657.19487444324","WEST DALLAS","48113","1693.72427475573"
"110039550544","Ocala","FL","2761.96142827384","John R Kelly","664","60173.0541135797","State Hwy 93","4963.81396710326","UNKNOWN152930","12083","1227.08358284379"
"110070149049","Holt","MI","2366.59802347447","Eckert Station","1831","12492.4140711531","I- 96","3445.62860912972","DELHI","26065","5960.13303223943"
"110056253432","Hinesville","GA","90312.2001618322","McIntosh","6124","160241.094694943","State Rte 405","7951.6167586676","UNKNOWN116868","13127","580.309957655844"
"110069498412","West Lafayette","IN","46881.0960890616","Prairies Edge Generating Facility","58129","53206.2578935067","I- 65","6743.59076586016","UNKNOWN123283","18181","9493.09191794482"
"110070209923","Kingsport","TN","119472.426033988","E W Brown","1355","202940.516098105","Bert T Combs Mountain Pkwy","56371.1102031014","BECKHAM","21119","6892.12275567456"
"110069441660","Sioux Falls","SD","75793.2245268633","Angus Anson","7237","64629.673788614","I- 29","16816.5236640439","UNKNOWN167787","46101","2302.17623083785"
"110071162693","Florissant","MO","10197.2072331863","Sioux","2107","25313.5980722219","I- 70","3612.80930361083","UNKNOWN121307","29189","5670.8121968533"
"110071162627","Lewiston","ME","65682.1543514333","Androscoggin Mill","54085","113703.487640567","Leeman Hwy","13756.2056286923","UNKNOWN172869","23015","10081.6952836227"
"110070149289","Rapid City","SD","188259.143023546","R M Heskett","2790","352171.49498233","I- 90","124121.817337458","UNKNOWN131328","46093","43275.209200887"
"110055263174","Marshalltown","IA","1628.94838241806","Iowa State University","54201","81639.1877197484","I- 80","52571.0039809134","UNKNOWN160011","19127","334.602791212957"
"110055084082","Tucson","AZ","8919.9775706411","H Wilson Sundt Generating Station","126","6010.45683132111","I- 19","3157.59251972951","DREXEL","04019","1514.82666563688"
"110002091281","Fair Lawn","NJ","3797.62888527877","Elmwood Park Power LLC","50852","6025.16699832335","I- 80","5617.99922958739","FAIR LAWN","34003","2596.79036893332"
"110043084499","Oak Lawn","IL","11200.9138618709","ITT Cogen Facility","52021","26371.985193","I- 57","1922.8404559828","UNKNOWN122272","17031","2748.26424668046"
"110063010593","Stratford","CT","1565.44433452911","Bridgeport Station","568","7832.66841869934","Connecticut Tpke","502.905325622725","BAIRD","09001","194.336467260827"
"110071194677","Cleveland","OH","3933.5482591402","Arcelormittal Cleveland Inc","10398","6170.09375837433","NW Fwy","2003.32599950083","UNKNOWN154989","39035","2263.60675576128"
"110071194737","Sanford","FL","3332.42261720559","Stanton Energy Center","564","43553.461160799","State Hwy 417","4535.01514164949","UNKNOWN108694","12117","934.656476477562"
"110043084426","Oak Forest","IL","8671.83691717359","ITT Cogen Facility","52021","29716.3798712333","I- 294","1496.21960834938","UNKNOWN122272","17031","1798.95387607036"
"110036873274","Burlington","VT","104410.163183169","Albany Medical Ctr Cogen Plant","59453","214983.081110455","I- 89","21297.1109324361","ROCHESTER","50027","711.728947784281"
"110070004530","Menomonee Falls","WI","18285.1250589959","South Oak Creek","4041","74591.0145060437","US Hwy 45","1394.27086430802","MAPLE (WE)","55131","5704.87772737412"
"110071194913","Blacksburg","VA","110571.212193768","Elkton","52148","241440.632454427","I- 64","15254.6096535113","MCROSS","54025","4855.80736607347"
"110070004528","West Bend","WI","26548.3445360277","South Oak Creek","4041","94729.8746686395","I- 41","11362.9338205672","UNKNOWN144447","55131","1568.5792799888"
"110039137788","Rochester","NH","31725.5008580657","Waters River","1678","137433.073387932","I- 95","23101.9907173448","SANFORD","23031","3463.45771498142"
"110007366448","Frankfort","KY","1189.21902742669","E W Brown","1355","60281.0265194809","I- 64","4729.16157079311","UNKNOWN128986","21073","1534.92820388823"
"110071194678","Cleveland","OH","4601.48295366093","Arcelormittal Cleveland Inc","10398","5033.92679851678","NW Fwy","2611.67013371533","UNKNOWN154999","39035","1669.54407446326"
"110071194752","Schenectady","NY","59959.5644741703","Albany Medical Ctr Cogen Plant","59453","87244.7033494515","I- 90","15730.9354862526","UNKNOWN135956","36035","1911.89224303449"
"110070209942","Bradenton","FL","4475.90536905758","Big Bend","645","39736.3273252901","State Hwy 93","6507.50713538208","BRADENTON","12081","1943.10267024726"
"110015334468","Hawthorne","CA","811.110339041093","Scattergood","404","9498.49591501456","I- 105","2141.16075186686","YUKON","06037","1473.63224498458"
"110070258833","Nampa","ID","974.206044619335","North Valmy","8224","410660.003697707","I- 84","3439.55975895263","NAMPA","16027","2762.33159015857"
"110071194790","Grand Junction","CO","157100.01112841","Rifle Generating Station","10755","59979.7361937503","US Hwy 6","23106.0108044144","CARBONDALE","08045","1979.22357615155"
"110039533314","Fairfield","OH","17705.4556506678","Hamilton (OH)","2917","28577.2883622324","I- 75","164.692997952649","UNKNOWN156786","39061","1187.87077787828"
"110000474683","Gardena","CA","1329.83893006004","AES Redondo Beach LLC","356","11967.1517871127","Harbor Fwy","2496.0759143246","BRIGHTON","06037","380.148286232367"
"110070234900","Jeffersonville","IN","3742.95691179157","Zorn","1368","5940.22607133912","I- 65","238.432070427898","MADISON","21111","524.540347499474"
"110070117640","Portland","ME","837.684186671648","Androscoggin Mill","54085","131390.900661826","I- 295","682.338822733624","UNKNOWN133124","23005","2695.10541344079"
"110070209700","Fuquay-Varina","NC","44159.1717939426","Edgecombe Genco LLC","10384","139203.390797992","I- 95","1858.20270397174","UNKNOWN113993","37085","2743.24711799639"
"110043084408","Oak Forest","IL","8631.8814301731","ITT Cogen Facility","52021","29729.2514659993","I- 294","1471.19500434741","UNKNOWN122272","17031","1773.01522377488"
"110054147142","Grand Rapids","MI","3006.04686938372","Claude Vandyke","1880","39283.337696933","US Hwy 131","649.010937535562","UNKNOWN128708","26081","1719.26713146225"
"110042300453","Kalamazoo","MI","4176.14553532721","Graphic Packaging","10698","1387.47959531964","US Hwy 131 Bus","3700.47853054842","UNKNOWN128779","26077","660.25732359463"
"110070205601","Sheboygan","WI","2197.48527707699","Edgewater","4050","6283.46685205398","State Hwy 23","2744.3036074463","NORTH GATE RIVERSIDE (ALTE)","55117","1296.62544502734"
"110071194910","Columbia","MO","74853.9473880613","Columbia (MO)","2123","72896.9775533106","US Hwy 36","44518.289539661","UNKNOWN117195","29175","7155.85579887464"
